kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
瘍,0x760d,14,drdtpdtrrrstss,lrsdpoddsrdor,kanji
瘟,0x761f,15,drdtpdtstrdtddr,sosdpordssorrs,kanji
瘠,0x7620,15,drdtpstrrrrdtrr,sosdpdldrdsodd,kanji
瘡,0x7621,15,drdtpstrtrrsdtr,sosdpossddudod,kanji
瘢,0x7622,15,drdtrdddtdrdtdt,sosdpsotdlpodd,kanji
瘤,0x7624,15,drdtpstttsdtdrr,sosdpsrprsorsd,kanji
瘧,0x7627,14,drdtpdrdrrtrtr,sosdpdlodpsos,kanji
瘰,0x7630,16,drdtpdtdrrdttdst,losdporsdrrdssr,kanji
瘴,0x7634,16,drdtpdrtdrdtrrrd,losdpsrrltoddsr,kanji
瘻,0x763b,16,drdtpdrrrdrrdtsr,sosdpostdodudrl,kanji
療,0x7642,17,drdtprsttsdtrrdst,sosdpptlrsoddrlr,kanji
癆,0x7646,17,drdtptsdttsdtdrts,losdprldprldlodp,kanji
癇,0x7647,17,drdtpdtrrddrrddrr,sosdpoddpoddsodd,kanji
癈,0x7648,17,drdtpdtststrddtdt,sosdpdrlrsdopodo,kanji
癌,0x764c,17,drdtpdrrdtrdtrdrd,sosdpodsodpodslr,kanji
癒,0x7652,18,drdtpstrdtrrddsrrt,sosdpossoddprsrrr,kanji
癖,0x7656,18,drdtptrddtrdrddrrd,sosdpdudodpsorsdp,kanji
癘,0x7658,17,drdtprdddtrrdtdrt,losdpprsoddsopdp,kanji
癜,0x765c,18,drdtptrdrddrstdtdt,sosdpdudprstruodd,kanji
癡,0x7661,19,drdtpstsrrstttrdrdt,sosdplddspdutsrdqd,kanji
癢,0x7662,20,drdtptsrdrrstrtrrtst,sosdprlrssrrssddutl,kanji
癧,0x7667,21,drdtprdsrdstsrdstdrdr,sosdporspdopspdosdls,kanji
癨,0x7668,21,drdtprdrdttttsdsrdrrr,losdpsorsdrdldrlrsdd,kanji
癩,0x7669,21,drdtprdtrdsttsdtrrrst,sosdpdoduddurdodddor,kanji
癪,0x766a,21,drdtpsrdstrdrrdtrrrst,sosdpspdoppsdtodddor,kanji
癬,0x766c,22,drdtpsddtdrrsddttsrrrd,sosdpssorsdsrrrursddp,kanji
癰,0x7670,23,drdtpddddrrrdrtdddrdrrr,sosdprrsodsrsupdpsrsdd,kanji
癲,0x7672,24,drdtplrdtrrrtstrddtrrrst,sosdpldodddqdrursodddtr,kanji
癶,0x7676,5,dtsts,drlr,kanji
癸,0x7678,9,ststsrrst,srlrsspd,kanji
発,0x767a,9,dtstsrrst,srlrsspr,kanji
登,0x767b,12,dtstsrdrrtsr,srlrsdoddrl,kanji
發,0x767c,12,stststrddtdt,srlrsdopodd,kanji
白,0x767d,5,sdtrr,sodd,kanji
百,0x767e,6,rsdtrr,rsodd,kanji
皀,0x7680,7,sdtrrst,soddrl,kanji
皃,0x7683,7,sdtrrst,soddrr,kanji
的,0x7684,8,sdtrrsdt,soddpdd,kanji
皆,0x7686,9,rtstsdtrr,urldsodd,kanji
皇,0x7687,9,sdtrrrdrr,sodddrss,kanji
皈,0x7688,9,ddtrrrddt,soddpodd,kanji
皋,0x768b,10,sdtrrrstrd,soddsrdsp,kanji
皎,0x768e,11,ddtrrdrstst,soddpsrrdl,kanji
皐,0x7690,11,sdtrrrrrrrd,soddsdrdlp,kanji
皓,0x7693,12,sddrrsrdrdtr,soddpdpstod,kanji
皖,0x7696,12,ddtrrddrrrst,soddpsotsrr,kanji
皙,0x7699,13,rdstldrdsdtrr,pdtpldrslodd,kanji
皚,0x769a,15,ddtrrdrdrdtrtsr,soddplrstoddrl,kanji
皮,0x76ae,5,drddt,opdd,kanji
皰,0x76b0,10,drddtsttrt,opddpdddu,kanji
皴,0x76b4,12,ttstsdtdrddt,tsrsddpopdd,kanji
皷,0x76b7,14,rdrdtrtdrdrddt,psdodsrspopdd,kanji
皸,0x76b8,14,drrdtrrrddrddt,oddoddsuropdd,kanji
皹,0x76b9,14,drddtdrrdtrrrd,opddpoddoddsu,kanji
皺,0x76ba,15,strddstrdsdrddt,ddrlddsrlpopdd,kanji
皿,0x76bf,5,dtddr,orrs,kanji
盂,0x76c2,8,rrddrddr,spsorrs,kanji
盃,0x76c3,9,rsdtdrddr,rdrsorrs,kanji
盆,0x76c6,9,sttsdrddr,rsrsorrs,kanji
盈,0x76c8,9,stdtdrddr,ltdsorrs,kanji
益,0x76ca,10,tsrstdtddr,rstrsorrs,kanji
盍,0x76cd,10,rdrttdrddr,psrrsorrs,kanji
盒,0x76d2,11,strdrrdrddr,ossodsorrs,kanji
盖,0x76d6,11,tsrdrrdrddr,rlrsstorrs,kanji
盗,0x76d7,11,tpsrstdrddr,dpdtdsorrs,kanji
盛,0x76db,11,drdtstdrddr,odptqsorrs,kanji
盜,0x76dc,12,ttpsrstdrddr,ddpdtdsorrs,kanji
盞,0x76de,13,rtlrrtltdrddr,ptqsptqsorrl,kanji
盟,0x76df,13,dtrrdtrrdrddr,oddpoddsorrs,kanji
盡,0x76e1,14,rrrrdstttdrddr,stspsrrrlorrs,kanji
監,0x76e3,15,drdtrdrsrrdrddr,orsdrspddsorrs,kanji
盤,0x76e4,15,sddtdrdrdtdrddr,sotdlpodssorrl,kanji
盥,0x76e5,16,ddstsdrrdrrdrddr,srsqsddpddsorrs,kanji
盧,0x76e7,16,drdrrtdtdrrdrddr,dlotpsorsdsorrl,kanji
盪,0x76ea,17,ttpdtrrrstssdrddr,ddpoddsrdorsorrl,kanji
目,0x76ee,5,dtrrr,oddd,kanji
盲,0x76f2,8,drrdtrrr,lrdoddd,kanji
直,0x76f4,8,rddtrrrt,psodddq,kanji
相,0x76f8,9,rdstdtrrr,pddpoddd,kanji
盻,0x76fb,9,ddrrrstrd,odddppsr,kanji
盾,0x76fe,9,ldrddtrrr,ldpsoddd,kanji
省,0x7701,9,dstsdtrrr,srssoddd,kanji
眄,0x7704,9,ddrrrrdtd,odddprsr,kanji
眇,0x7707,9,ddrrrdsts,odddpsrd,kanji
眈,0x7708,9,ddrrrdrdt,odddpopd,kanji
眉,0x7709,9,rdrddtrrr,rsutoddd,kanji
看,0x770b,9,lrrsdtrrr,sspdoddd,kanji
県,0x770c,9,dtrrrtdst,odddqtsr,kanji
眛,0x771b,10,ddrrrrrdst,odddpdpdo,kanji
眞,0x771e,10,lrdtrrrtst,ldodddqtr,kanji
真,0x771f,10,rddtrrrrst,psodddsrr,kanji
眠,0x7720,10,ddrrrrrdrt,odddpdudp,kanji
眤,0x7724,10,ddrrrrrdst,odddpdutl,kanji
眥,0x7725,11,drdrstdtrrr,dldplsoddd,kanji
眦,0x7726,11,ddrrrdrdpsd,odddpdldpq,kanji
眩,0x7729,10,ddrrrdrddt,odddpsrtd,kanji
眷,0x7737,11,strrstdtrrr,rsspdsoddd,kanji
眸,0x7738,11,ddrrrttsrrd,odddptsdsp,kanji
眺,0x773a,11,ddrrrdtpdst,odddpsdpts,kanji
眼,0x773c,11,ddrrrtrrdst,odddpddutl,kanji
着,0x7740,12,tsrdrrsdtrrr,rsrssrdoddd,kanji
睇,0x7747,12,ddrrrtsrrtds,odddprsdopd,kanji
睚,0x775a,13,ddrrrrdrdrrdr,oddduotpsdps,kanji
睛,0x775b,13,ddrrrrdrrdtdr,odddppsstors,kanji
睡,0x7761,13,ddrrrsrrddrdr,odddpsdprsud,kanji
督,0x7763,13,drrdstdtdtrrr,dsrsrpdsoddd,kanji
睥,0x7765,13,ddrrrsdtrrdrd,odddpsoddpsp,kanji
睦,0x7766,13,ddrrrrdrstrdr,odddppsrrsps,kanji
睨,0x7768,13,ddrrrsdrtrrst,odddpsdpdsrr,kanji
睫,0x776b,13,ddrrrrtrrdrsr,odddpdstudld,kanji
睹,0x7779,14,ddrrrrdrstdtrr,odddppspdsodd,kanji
睾,0x777e,14,sdrddrrdrtsrrd,lorrltrsrrlsr,kanji
睿,0x777f,14,drdrrststdtrrr,dlottrlosoddd,kanji
瞋,0x778b,15,ddrrrlrdtrrrtst,odddpldodddqdr,kanji
瞎,0x778e,15,ddrrrddrlrrddtr,odddpsorsspdod,kanji
瞑,0x7791,15,ddrrrdrdtrrdrst,odddpotoddrsrr,kanji
瞞,0x779e,16,ddrrrrddrdtdstst,oddduprssopsorq,kanji
瞠,0x77a0,16,ddrrrdtsdrdtrrdr,odddpsrlotodsps,kanji
瞥,0x77a5,17,dstdtddtsrstdtrrr,lrsorsrpdrssoddd,kanji
瞬,0x77ac,18,ddrrrlttsdrsstrdrd,odddpsrrsotdsrosp,kanji
瞭,0x77ad,17,ddrrrrsttsdtrrdst,odddpptlrsoddrsr,kanji
瞰,0x77b0,17,ddrrrrdrdrrrddrdt,odddursrdddppdrs,kanji
瞳,0x77b3,17,ddrrrdrtsrdtrrdrr,odddpsrrltoddpss,kanji
瞶,0x77b6,17,ddrrrdrrdrdtrrrst,odddpodpstodddor,kanji
瞹,0x77b9,18,ddrrrlttsdrdrrtsst,odddpsrrlotrrrsds,kanji
瞻,0x77bb,18,ddrrrstrdsttrrrdrr,odddpdsorrsstddod,kanji
瞼,0x77bc,18,ddrrrstrdtrdtrstst,odddpdssodpodldrd,kanji
瞽,0x77bd,18,rdrdrrtdrrddtdtrrr,psdodorsppsosoddd,kanji
瞿,0x77bf,18,dtrrrdtrrrsdsrdrrr,odddpodddlsplrsdd,kanji
矇,0x77c7,18,ddrrrrdddrrrsdssst,oddduprsotsrdodps,kanji
矍,0x77cd,20,dtrrrdtrrrsdsrdrrrsr,odddpodddlsrsrldddt,kanji
矗,0x77d7,24,rddtrrrrrddtrrrtrddtrrrt,rsodddqdrsodddqrrsodddq,kanji
矚,0x77da,26,ddrrrrrddrrrrdrddrstdrrdrt,odddudutldrdlorrsodsodpsr,kanji
矛,0x77db,5,ttrds,tsro,kanji
矜,0x77dc,9,ttrdsstrt,tsropodd,kanji
矢,0x77e2,5,srrst,dspd,kanji
矣,0x77e3,7,ttsrrst,tsdspd,kanji
知,0x77e5,8,srrstdtr,dspdpod,kanji
矧,0x77e7,9,drrdttrdd,ddpdpdop,kanji
矩,0x77e9,10,srrdtdrtrr,dspdpoddd,kanji
短,0x77ed,12,drrdtrdtrtdr,dspdpdoddrs,kanji
矮,0x77ee,13,drrdtlrdsttsr,dspdpspdodrl,kanji
矯,0x77ef,17,srrdtsrstdrrdtdrr,dspdpsptsodsotod,kanji
石,0x77f3,5,rsdtr,rdod,kanji
矼,0x77fc,8,rsdtrrdr,rdodprs,kanji
砂,0x7802,9,rddtrdsts,rdodpsrd,kanji
砌,0x780c,9,rsdtrrddd,rdodputr,kanji
砒,0x7812,9,rsdtrrdsd,rdodpurq,kanji
研,0x7814,9,rddtrrrdd,rdodpdpr,kanji
砕,0x7815,9,rsdtrdrrd,rdodpsdp,kanji
砠,0x7820,10,rddtrddrrr,rdodpodds,kanji
砥,0x7825,10,rsdtrstrtr,rdodpsdpd,kanji
砦,0x7826,11,drdrstrsdtr,dldplsrdod,kanji
砧,0x7827,10,rsdtrdrdtr,rdodpdsod,kanji
砲,0x7832,10,rddtrsttrt,rdodpdddo,kanji
破,0x7834,10,rddtrdrddt,rdodpopdd,kanji
砺,0x783a,10,rsdtrrdrdd,rdodpodtu,kanji
砿,0x783f,10,rsdtrdrdtt,rdodpsott,kanji
硅,0x7845,11,rddtrrdrrdr,rdodppsdps,kanji
硝,0x785d,12,rsdtrdtsdtrr,rdodpsrsodd,kanji
硫,0x786b,12,rsdtrdrttddt,rdodpsrrspr,kanji
硬,0x786c,12,rddtrrdtrrdt,rdodpdoddud,kanji
硯,0x786f,12,rsdtrdtrrrst,rdodpodddtp,kanji
硲,0x7872,12,rsdtrststdtr,rdodprsosod,kanji
硴,0x7874,12,rsdtrrddsdst,rdodpprsdrl,kanji
硼,0x787c,13,rddtrddrrddrr,rdoduoddpodd,kanji
碁,0x7881,13,rddrrrstrsdtr,prsdlrrsrdod,kanji
碆,0x7886,13,ttpdrddtrsdrr,ddpopddsrdod,kanji
碇,0x7887,13,rsdtrddrrdrst,rdodpsodrdld,kanji
碌,0x788c,13,rsdtrttrdtpst,rdodpdsrsdps,kanji
碍,0x788d,13,rddtrdtrrrrdt,rdoduoddsdrs,kanji
碎,0x788e,13,rddtrdrststrd,rdodpstdpdsp,kanji
碑,0x7891,14,rsdtrddtdrrsrd,rdodpsorsdtsp,kanji
碓,0x7893,13,rsdtrsdsrdrrr,rdodpdpsrsdd,kanji
碕,0x7895,13,rsdtrrstrdtrd,rdodppdstodp,kanji
碗,0x7897,13,rsdtrddrsdtdt,rdodpsotdspo,kanji
碚,0x789a,13,rsdtrdrddrdtr,rdodpstrstod,kanji
碣,0x78a3,14,rsdtrdtrrststt,rdodpoddtdrdl,kanji
碧,0x78a7,14,rdrrsdtrrrsdtr,rsdpsoddlrsod,kanji
碩,0x78a9,14,rddtrrsdtrrrst,rdodprsodddtr,kanji
碪,0x78aa,14,rsdtrrddrrrdtt,rdodpprsdsrrl,kanji
碯,0x78af,14,rsdtrdddsdtstr,rdodprrssorld,kanji
碵,0x78b5,14,rsdtrdrdtrrrst,rdodpdsodddtr,kanji
確,0x78ba,15,rddtrdrsdsrdrrr,rdodpopdpsrsdd,kanji
碼,0x78bc,15,rsdtrdrdrrtdttt,rdodporsddsrrr,kanji
碾,0x78be,15,rsdtrrrdrddrtst,rdodpdudprsrrl,kanji
磁,0x78c1,14,rddtrtdrddtddt,rdodprsttdptd,kanji
磅,0x78c5,15,rddtrdrtddrdrds,rdodpsrrlorsru,kanji
磆,0x78c6,15,rsdtrdtdrdrdtrr,rdodpotosotodd,kanji
磊,0x78ca,15,rsdrrrsdtrrsdtr,rsodlrsodprdod,kanji
磋,0x78cb,15,rsdtrtsrdrrsrdr,rdodprsrsdrdrs,kanji
磐,0x78d0,15,sdttdrdrdrrsdrr,sordlpoddsrdod,kanji
磑,0x78d1,15,rsdtrdrdrdrrtsr,rdodpsrsdoddrs,kanji
磔,0x78d4,16,rddtrsdtrdrdrdst,rdodpdsrospspdo,kanji
磚,0x78da,16,rddtrrdtrrdrtrdt,rdodpdoddudrsrs,kanji
磧,0x78e7,16,rsdtrrdrrdtrrrst,rdodppsstodddor,kanji
磨,0x78e8,16,drdrdstrdstrsdrr,sodpdoppdosrsod,kanji
磬,0x78ec,16,rdrrdrddrstrsdrr,pssrsupoddsrdod,kanji
磯,0x78ef,17,rddtrddtddtrsttst,rdodptdptdsrdutu,kanji
磴,0x78f4,17,rsdtrdtstsrdtrtsr,rdodpsrlrssoddrl,kanji
磽,0x78fd,17,rsdtrrdrrdrrdrrst,rdodppsdpdppssrr,kanji
礁,0x7901,17,rsdtrsdsrdrrrddtt,rdodpdpsrsddsrrr,kanji
礇,0x7907,18,rsdtrsdtlosrdstrst,rdodpsorsrspdosrd,kanji
礎,0x790e,18,rsdtrrdstrdstrdrsr,rdodupdtppdosrdld,kanji
礑,0x7911,18,rsdtrdtsdrdtrdtdrr,rdodplrlotodsorsd,kanji
礒,0x7912,18,rsdtrtsrdrrsrdrtst,rdodprsrssrspsptu,kanji
礙,0x7919,19,rddtrstsrrstttrdrdt,rdodpldddpdutdrdqd,kanji
礦,0x7926,20,rsdtrdrdrddrrdtdrrst,rdodpsotprssdopsdor,kanji
礪,0x792a,19,rddtrrdrdddtrrdtdrt,rdoduodprsoddsopdp,kanji
礫,0x792b,20,rsdtrsdtrrdddddtrdst,rdodpsodduddptdspdo,kanji
礬,0x792c,20,rdstststrdstrstrsdrr,pdopltlppdosrtsrsod,kanji
示,0x793a,5,rrdst,srsr,kanji
礻,0x793b,4,tddt,sto,kanji
礼,0x793c,5,tddtt,stop,kanji
社,0x793e,7,tddtrdr,strrpd,kanji
祀,0x7940,8,rrdddtrt,drsrpdu,kanji
祁,0x7941,8,rrdddtdd,drsrptq,kanji
祇,0x7947,9,rrdddstrt,drsrpsdp,kanji
祈,0x7948,8,tddtsdrd,stopsdr,kanji
祉,0x7949,8,tddtdrdr,strpdld,kanji
祐,0x7950,9,tddtdrdtr,dtopsdod,kanji
祓,0x7953,10,rrdddrdstt,drsrpptlu,kanji
祕,0x7955,10,rrdddtstdt,drsrppsdr,kanji
祖,0x7956,9,tddtdtrrr,stopodds,kanji
祗,0x7957,10,rrdddstrdr,drsrpsdpd,kanji
祚,0x795a,10,rrdddsrdrr,drsrpdodd,kanji
祝,0x795d,9,tddtdtrst,stopodtr,kanji
神,0x795e,9,tddtdtrrd,stopoddu,kanji
祟,0x795f,10,drdrdrrdst,lrlrssrsr,kanji
祠,0x7960,10,rrdddtrdtr,srsrpddod,kanji
祢,0x7962,9,tddtsrdst,stopdrsr,kanji
祥,0x7965,10,tddttsrrrd,stoprsdsp,kanji
票,0x7968,11,rdrddrrrdst,doprstsrsr,kanji
祭,0x796d,11,ssttdtrrdst,osspsssrlr,kanji
祷,0x7977,11,tddtrrrdrdt,stopdspsrs,kanji
祺,0x797a,13,rrdddrddrrrst,drsrpprsdstr,kanji
祿,0x797f,13,rrdddttrdtpst,drsrpdsrsdps,kanji
禀,0x7980,13,drdtdrrrrrdst,ltotodsdsrsr,kanji
禁,0x7981,13,rdstrdstrrdst,pdtppdossrlr,kanji
禄,0x7984,12,tddttrrdtpst,stopdsrsdps,kanji
禅,0x7985,13,tddtttsdtrrrd,stoprrsoddsp,kanji
禊,0x798a,14,rrdddrrrddsrst,drsruddurrspd,kanji
禍,0x798d,13,tddtdtdrdtdtr,strpotosotod,kanji
禎,0x798e,13,tddtdrdtrrrst,dtopdsodddtr,kanji
福,0x798f,13,tddtrdrrdtdrr,stopdodsorsd,kanji
禝,0x799d,15,rrddddtdrrstsst,srsruorsdrrsdo,kanji
禦,0x79a6,17,ssdsrrdrdrtdrrdst,dspdspdldpossrlr,kanji
禧,0x79a7,17,rrdddrdrdrrtsrdtr,drsrupsdodorltod,kanji
禪,0x79aa,17,rrddddtrdtrdtrrrd,drsruodpodloddsp,kanji
禮,0x79ae,18,rrddddtddrrrdrrtdr,drsrpoprsdstodors,kanji
禰,0x79b0,19,rrdddrstdtdstststst,drsrptrsopdltlpstl,kanji
禱,0x79b1,19,rrdddrdrrrdrrdtrrdt,drsrppsstrssdodpps,kanji
禳,0x79b3,22,rrddddrdtrdtrrddrrstst,drsrpsdodpodsprssrsrl,kanji
禸,0x79b8,5,dtdrt,opdp,kanji
禹,0x79b9,9,ldrrdtdrt,sodsopdp,kanji
禺,0x79ba,9,dtrrdtdrt,oddsopdp,kanji
离,0x79bb,10,drsrrddlrt,lrllrsopd,kanji
禽,0x79bd,13,stdrstrddldrt,odsrllrsorsp,kanji
禾,0x79be,5,lrdst,spdo,kanji
禿,0x79bf,7,lrdstst,srdosr,kanji
秀,0x79c0,7,lrdstst,srsrdl,kanji
私,0x79c1,7,srdstdt,spdtpd,kanji
秉,0x79c9,8,lrtrrdst,ltstpdo,kanji
秋,0x79cb,9,srdstdsdt,spdtprqd,kanji
科,0x79d1,9,srdstttrd,spddpdsp,kanji
秒,0x79d2,9,srdstdsts,spddpsrd,kanji
秕,0x79d5,9,srdstrdsd,spddrurq,kanji
秘,0x79d8,10,srdsttstdt,spddprsdr,kanji
租,0x79df,10,srdstdtrrr,spdtpodds,kanji
秡,0x79e1,10,srdstrdstt,spddpptlp,kanji
秣,0x79e3,10,srdstrrdst,spdopdudo,kanji
秤,0x79e4,10,srdstrstrd,spddptrsp,kanji
秦,0x79e6,10,rrrstsrdst,dspddsrdt,kanji
秧,0x79e7,10,srdstdtrdt,spddpodpd,kanji
秩,0x79e9,10,srdstsrrdt,spdopdspd,kanji
秬,0x79ec,10,srdstdrtrr,spdopldds,kanji
称,0x79f0,10,srdstsrdst,spdtpdrsr,kanji
移,0x79fb,11,srdstsstsst,spddpdstds,kanji
稀,0x7a00,12,srdststsrdtd,spdtpltstop,kanji
稈,0x7a08,12,srdstdtrrrrd,spdtpodddsp,kanji
程,0x7a0b,12,srdstdtrrdrr,spdtpoddrss,kanji
稍,0x7a0d,12,srdstdstdtrr,spdopsrsodd,kanji
税,0x7a0e,12,srdsttsdtrst,spdtprsodtr,kanji
稔,0x7a14,13,srdststrtdttt,spddpodsdprr,kanji
稗,0x7a17,13,srdstsdtrrdrd,spdtpsoddpsp,kanji
稘,0x7a18,13,srdstrddrrrst,spdtpprsdsrr,kanji
稙,0x7a19,13,srdstrddtrrrt,spdoppsodddq,kanji
稚,0x7a1a,13,srdstsddrdrrr,spdtpdpsrsdd,kanji
稜,0x7a1c,13,srdstrdrstsst,spddppsrrsdo,kanji
稟,0x7a1f,13,drdtdrrrlrdst,ltotodsrlrdo,kanji
稠,0x7a20,13,srdstdtrrddtr,spddpotdpdod,kanji
種,0x7a2e,14,srdstlrdtrrdrr,spdtpsdodduds,kanji
稱,0x7a31,14,srdstlsttdtdrr,spdopsrrsopss,kanji
稲,0x7a32,14,srdststtsddtrr,spddpsrrsrodd,kanji
稷,0x7a37,15,srdstdtdrrstsst,spddporsdrrsdo,kanji
稻,0x7a3b,15,srdstlsttsdrdrr,spdtpsrrssdpds,kanji
稼,0x7a3c,15,srdstddrrsdssst,spddpsodrsddps,kanji
稽,0x7a3d,15,srdstrsttlrdtrr,spdtpptudldodd,kanji
稾,0x7a3e,15,drdrrdrdrrlrdst,ltodlorodrlrdo,kanji
稿,0x7a3f,15,srdstdrdrrdtdtr,spdtpstodsotod,kanji
穀,0x7a40,14,rdrdrsrdstdrdt,pssorspdopodd,kanji
穂,0x7a42,15,srdstrdtrrddtrt,spdtpdoddudprr,kanji
穃,0x7a43,15,srdstddrststdtr,spdopsotrsosod,kanji
穆,0x7a46,16,srdstddtrrdstsss,spdopsoddrsrddd,kanji
穉,0x7a49,17,srdstrrddrrrrsrrd,spddpdutldrdsdsp,kanji
積,0x7a4d,16,srdstrdrrdtrrrst,spdoppsstodddtr,kanji
穎,0x7a4e,16,stlrdstrddtrrrst,ltspdtursodddtr,kanji
穏,0x7a4f,16,srdstlttstrrdrtt,spddpsrrsdddrrr,kanji
穐,0x7a50,16,srdststdtrrdtrrt,spdtpdsoddsoddu,kanji
穗,0x7a57,17,srdstrdtrrdrtsrrt,spdopdoddudpsrrr,kanji
穡,0x7a61,18,srdstrdststrdtdtrr,spddppsdrdstotods,kanji
穢,0x7a62,18,srdstdrdrdrrddstst,spddpdlsdotrsrutu,kanji
穣,0x7a63,18,srdstdrstrddrrstst,spddpsrrsprsdrspl,kanji
穩,0x7a69,19,srdstlsttrdrtrrdrrt,spdopsrrsrststsrrr,kanji
穫,0x7a6b,18,srdstrddsdsrdrrrdt,spdduprsdpsrsdddo,kanji
穰,0x7a70,22,srdstdrdtrdtrrddrrstst,spddpsdodpodsprssrsrl,kanji
穴,0x7a74,5,ddrst,sotp,kanji
究,0x7a76,7,ddrstsr,sorrss,kanji
穹,0x7a79,8,ddrstrrt,lorrsdo,kanji
空,0x7a7a,8,ddrstrdr,sotrsrs,kanji
穽,0x7a7d,9,ddrstrrdd,sorrsspr,kanji
穿,0x7a7f,9,ddrstrrds,sorrsdrd,kanji
突,0x7a81,8,ddrstrst,lotrspd,kanji
窃,0x7a83,9,ddrstrtts,sorrsprr,kanji
窄,0x7a84,10,ddrstsrdrr,sorrsdrdd,kanji
窈,0x7a88,10,ddrstddtts,lorrstdpp,kanji
窒,0x7a92,11,ddrstrrtrdr,sorrsrrsps,kanji
窓,0x7a93,11,ddrstttdrtt,sorrstsrrr,kanji
窕,0x7a95,11,ddrstdtptst,lorrsldprs,kanji
窖,0x7a96,12,ddrstsrrddtr,lorrsdspsod,kanji
窗,0x7a97,12,ddrstsdtsstr,lorrssordsd,kanji
窘,0x7a98,12,ddrsttrrsdrr,lorrsstpsod,kanji
窟,0x7a9f,13,ddrstrrddrdrd,sorrsdutlrsr,kanji
窩,0x7aa9,14,ddrstdtdrdtdtr,lorrsorosorod,kanji
窪,0x7aaa,14,ddrstttprdrrdr,lorrsddppsdps,kanji
窮,0x7aae,15,ddrstsddrrrstrd,lorrssoddsppdo,kanji
窯,0x7aaf,15,ddrsttsrdrrsdtt,sorrsrlrssdrrr,kanji
窰,0x7ab0,15,ddrstssttsrrdrd,lorrsdsstosrsr,kanji
窶,0x7ab6,16,ddrstdrrrdrrdtsr,lorrsosrdodudrl,kanji
窺,0x7aba,16,ddrstrrdtdtrrrst,lorrsspdpodddor,kanji
窿,0x7abf,17,ddrsttddsstrsrdrr,lorrstqrdododpss,kanji
竃,0x7ac3,17,ddrstrdrdrrrdrrrt,lorrspstoddsoddp,kanji
竄,0x7ac4,18,ddrstldrtrrttttttt,lorrsldrdlsrdprdp,kanji
竅,0x7ac5,18,ddrstsdtrrdrdssrst,lorrssoddrlropdrs,kanji
竇,0x7ac7,20,ddrsrrdrdrsrrdtrrrlt,lorrsrssorrltodddtr,kanji
竈,0x7ac8,21,ddrsrrdrdrrrdtrdrrtrr,lorrspstotrulsoddpdd,kanji
竊,0x7aca,22,dddsrltsodstdodtstdltt,lorrssrspdoposordsorr,kanji
立,0x7acb,5,drddr,strs,kanji
竍,0x7acd,7,drddprd,sdrspp,kanji
竏,0x7acf,8,drddrsrd,strspsp,kanji
竒,0x7ad2,9,drtdrdtrd,strstodp,kanji
竓,0x7ad3,9,drddrsrrt,strspsdp,kanji
竕,0x7ad5,9,drddpstds,sdrsppsr,kanji
站,0x7ad9,10,drddrdrdtr,strspdsod,kanji
竚,0x7ada,10,drddpddrrd,sdrspsodr,kanji
竜,0x7adc,10,drtdrdtrrt,srrltoddp,kanji
竝,0x7add,10,drddrdrddr,sdrspsdrs,kanji
竟,0x7adf,11,drddrdtrrst,srrltoddtr,kanji
章,0x7ae0,11,drtdrdtrrrd,srrltoddsr,kanji
竡,0x7ae1,11,drddprddtrr,sdrsprsodd,kanji
竢,0x7ae2,12,drddpttsrrst,strsptsdspd,kanji
竣,0x7ae3,12,drddpttstsst,strsprsrsds,kanji
童,0x7ae5,12,drdsrdtrrdrr,srrltoddpss,kanji
竦,0x7ae6,12,drddprdtrdst,strspdodudo,kanji
竪,0x7aea,14,drdrrdrdtdrddr,orsdrspddsrrs,kanji
竭,0x7aed,14,drddrdtrrststt,strspoddodrdl,kanji
端,0x7aef,14,drddpdrdrsdtdd,strspsrsrsorr,kanji
竰,0x7af0,14,drddprddtrrdrr,sdrspotoddpds,kanji
競,0x7af6,20,drddrdrrstdrtdrdrrst,strstoddrpstrstoddr,kanji
竸,0x7af8,22,drtsrdtrrstdrtdrdtrrst,srrstoddtrpstrsdoddor,kanji
竹,0x7af9,6,srdsrd,drpdr,kanji
竺,0x7afa,8,srtsrsrr,drpdrss,kanji
竿,0x7aff,9,srtsrsrrd,drpdrssp,kanji
笂,0x7b02,9,srtsrsstt,drpdrsst,kanji
笄,0x7b04,10,srtsrsrrdd,drpdrlspr,kanji
笆,0x7b06,10,srtsrsrdrt,drpdrlrsu,kanji
笈,0x7b08,10,srtsrssdst,dopdrsltr,kanji
笊,0x7b0a,10,srtsrslddt,dordrtlrr,kanji
笋,0x7b0b,10,srtsrstrrs,drpdrlstp,kanji
笏,0x7b0f,10,srtsrsstss,drpdrldrr,kanji
笑,0x7b11,10,srtsrslrst,drpdrssrd,kanji
笘,0x7b18,11,srtsrsdrdtr,dopdrsdsod,kanji
笙,0x7b19,11,srtsrssrdrr,drpdrldpss,kanji
笛,0x7b1b,11,srtsrsdtdrr,dopdrsopsd,kanji
笞,0x7b1e,11,srtsrsttdtr,dopdrstsod,kanji
笠,0x7b20,11,srtsrsdrddr,drpdrssrrs,kanji
笥,0x7b25,11,srtsrstrdtr,drpdrlddod,kanji
符,0x7b26,11,srtsrssdrdt,drpdrsdrps,kanji
笨,0x7b28,11,srtsrsrdstr,drpdrspdos,kanji
第,0x7b2c,11,srtsrsrrtds,dopdrldopd,kanji
