kana,unicode,svgFile,pngFile,strokeCount
函,0x51fd,051fd.svg,051fd.png,8
凾,0x51fe,051fe.svg,051fe.png,9
刀,0x5200,05200.svg,05200.png,2
刂,0x5202,05202.svg,05202.png,2
刃,0x5203,05203.svg,05203.png,3
刄,0x5204,05204.svg,05204.png,3
分,0x5206,05206.svg,05206.png,4
切,0x5207,05207.svg,05207.png,4
刈,0x5208,05208.svg,05208.png,4
刊,0x520a,0520a.svg,0520a.png,5
刋,0x520b,0520b.svg,0520b.png,5
刎,0x520e,0520e.svg,0520e.png,6
刑,0x5211,05211.svg,05211.png,6
刔,0x5214,05214.svg,05214.png,6
列,0x5217,05217.svg,05217.png,6
初,0x521d,0521d.svg,0521d.png,7
判,0x5224,05224.svg,05224.png,7
別,0x5225,05225.svg,05225.png,7
刧,0x5227,05227.svg,05227.png,7
利,0x5229,05229.svg,05229.png,7
刪,0x522a,0522a.svg,0522a.png,7
刮,0x522e,0522e.svg,0522e.png,8
到,0x5230,05230.svg,05230.png,8
刳,0x5233,05233.svg,05233.png,8
制,0x5236,05236.svg,05236.png,8
刷,0x5237,05237.svg,05237.png,8
券,0x5238,05238.svg,05238.png,8
刹,0x5239,05239.svg,05239.png,8
刺,0x523a,0523a.svg,0523a.png,8
刻,0x523b,0523b.svg,0523b.png,8
剃,0x5243,05243.svg,05243.png,9
剄,0x5244,05244.svg,05244.png,9
則,0x5247,05247.svg,05247.png,9
削,0x524a,0524a.svg,0524a.png,9
剋,0x524b,0524b.svg,0524b.png,9
剌,0x524c,0524c.svg,0524c.png,9
前,0x524d,0524d.svg,0524d.png,9
剏,0x524f,0524f.svg,0524f.png,9
剔,0x5254,05254.svg,05254.png,10
剖,0x5256,05256.svg,05256.png,10
剛,0x525b,0525b.svg,0525b.png,10
剝,0x525d,0525d.svg,0525d.png,10
剞,0x525e,0525e.svg,0525e.png,10
剣,0x5263,05263.svg,05263.png,10
剤,0x5264,05264.svg,05264.png,10
剥,0x5265,05265.svg,05265.png,10
剩,0x5269,05269.svg,05269.png,12
剪,0x526a,0526a.svg,0526a.png,11
副,0x526f,0526f.svg,0526f.png,11
剰,0x5270,05270.svg,05270.png,11
剱,0x5271,05271.svg,05271.png,11
割,0x5272,05272.svg,05272.png,12
剳,0x5273,05273.svg,05273.png,11
剴,0x5274,05274.svg,05274.png,12
創,0x5275,05275.svg,05275.png,12
剽,0x527d,0527d.svg,0527d.png,13
剿,0x527f,0527f.svg,0527f.png,13
劃,0x5283,05283.svg,05283.png,14
劇,0x5287,05287.svg,05287.png,15
劈,0x5288,05288.svg,05288.png,15
劉,0x5289,05289.svg,05289.png,15
劍,0x528d,0528d.svg,0528d.png,15
劑,0x5291,05291.svg,05291.png,16
劒,0x5292,05292.svg,05292.png,16
劔,0x5294,05294.svg,05294.png,16
力,0x529b,0529b.svg,0529b.png,2
功,0x529f,0529f.svg,0529f.png,5
加,0x52a0,052a0.svg,052a0.png,5
劣,0x52a3,052a3.svg,052a3.png,6
助,0x52a9,052a9.svg,052a9.png,7
努,0x52aa,052aa.svg,052aa.png,7
劫,0x52ab,052ab.svg,052ab.png,7
劬,0x52ac,052ac.svg,052ac.png,7
劭,0x52ad,052ad.svg,052ad.png,7
励,0x52b1,052b1.svg,052b1.png,7
労,0x52b4,052b4.svg,052b4.png,7
劵,0x52b5,052b5.svg,052b5.png,8
効,0x52b9,052b9.svg,052b9.png,8
劼,0x52bc,052bc.svg,052bc.png,8
劾,0x52be,052be.svg,052be.png,8
勁,0x52c1,052c1.svg,052c1.png,9
勃,0x52c3,052c3.svg,052c3.png,9
勅,0x52c5,052c5.svg,052c5.png,9
勇,0x52c7,052c7.svg,052c7.png,9
勉,0x52c9,052c9.svg,052c9.png,10
勍,0x52cd,052cd.svg,052cd.png,10
勒,0x52d2,052d2.svg,052d2.png,11
動,0x52d5,052d5.svg,052d5.png,11
勗,0x52d7,052d7.svg,052d7.png,11
勘,0x52d8,052d8.svg,052d8.png,11
務,0x52d9,052d9.svg,052d9.png,11
勝,0x52dd,052dd.svg,052dd.png,12
勞,0x52de,052de.svg,052de.png,12
募,0x52df,052df.svg,052df.png,12
勠,0x52e0,052e0.svg,052e0.png,13
勢,0x52e2,052e2.svg,052e2.png,13
勣,0x52e3,052e3.svg,052e3.png,13
勤,0x52e4,052e4.svg,052e4.png,12
勦,0x52e6,052e6.svg,052e6.png,13
勧,0x52e7,052e7.svg,052e7.png,13
勲,0x52f2,052f2.svg,052f2.png,15
勳,0x52f3,052f3.svg,052f3.png,16
勵,0x52f5,052f5.svg,052f5.png,16
勸,0x52f8,052f8.svg,052f8.png,19
勹,0x52f9,052f9.svg,052f9.png,2
勺,0x52fa,052fa.svg,052fa.png,3
勾,0x52fe,052fe.svg,052fe.png,4
勿,0x52ff,052ff.svg,052ff.png,4
匀,0x5300,05300.svg,05300.png,4
匁,0x5301,05301.svg,05301.png,4
匂,0x5302,05302.svg,05302.png,4
包,0x5305,05305.svg,05305.png,5
匆,0x5306,05306.svg,05306.png,5
匈,0x5308,05308.svg,05308.png,6
匍,0x530d,0530d.svg,0530d.png,9
匏,0x530f,0530f.svg,0530f.png,11
匐,0x5310,05310.svg,05310.png,11
匕,0x5315,05315.svg,05315.png,2
化,0x5316,05316.svg,05316.png,4
北,0x5317,05317.svg,05317.png,5
匙,0x5319,05319.svg,05319.png,11
匚,0x531a,0531a.svg,0531a.png,2
匝,0x531d,0531d.svg,0531d.png,5
匠,0x5320,05320.svg,05320.png,6
匡,0x5321,05321.svg,05321.png,6
匣,0x5323,05323.svg,05323.png,7
匪,0x532a,0532a.svg,0532a.png,10
匯,0x532f,0532f.svg,0532f.png,13
匱,0x5331,05331.svg,05331.png,14
匳,0x5333,05333.svg,05333.png,15
匸,0x5338,05338.svg,05338.png,2
匹,0x5339,05339.svg,05339.png,4
区,0x533a,0533a.svg,0533a.png,4
医,0x533b,0533b.svg,0533b.png,7
匿,0x533f,0533f.svg,0533f.png,10
區,0x5340,05340.svg,05340.png,11
十,0x5341,05341.svg,05341.png,2
千,0x5343,05343.svg,05343.png,3
卅,0x5345,05345.svg,05345.png,4
卆,0x5346,05346.svg,05346.png,4
升,0x5347,05347.svg,05347.png,4
午,0x5348,05348.svg,05348.png,4
卉,0x5349,05349.svg,05349.png,5
半,0x534a,0534a.svg,0534a.png,5
卍,0x534d,0534d.svg,0534d.png,6
卑,0x5351,05351.svg,05351.png,9
卒,0x5352,05352.svg,05352.png,8
卓,0x5353,05353.svg,05353.png,8
協,0x5354,05354.svg,05354.png,8
南,0x5357,05357.svg,05357.png,9
単,0x5358,05358.svg,05358.png,9
博,0x535a,0535a.svg,0535a.png,12
卜,0x535c,0535c.svg,0535c.png,2
卞,0x535e,0535e.svg,0535e.png,4
占,0x5360,05360.svg,05360.png,5
卦,0x5366,05366.svg,05366.png,8
卩,0x5369,05369.svg,05369.png,2
卮,0x536e,0536e.svg,0536e.png,5
卯,0x536f,0536f.svg,0536f.png,5
印,0x5370,05370.svg,05370.png,6
危,0x5371,05371.svg,05371.png,6
即,0x5373,05373.svg,05373.png,7
却,0x5374,05374.svg,05374.png,7
卵,0x5375,05375.svg,05375.png,7
卷,0x5377,05377.svg,05377.png,8
卸,0x5378,05378.svg,05378.png,9
卻,0x537b,0537b.svg,0537b.png,9
卿,0x537f,0537f.svg,0537f.png,12
厂,0x5382,05382.svg,05382.png,2
厄,0x5384,05384.svg,05384.png,4
厖,0x5396,05396.svg,05396.png,9
厘,0x5398,05398.svg,05398.png,9
厚,0x539a,0539a.svg,0539a.png,9
原,0x539f,0539f.svg,0539f.png,10
厠,0x53a0,053a0.svg,053a0.png,11
厥,0x53a5,053a5.svg,053a5.png,12
厦,0x53a6,053a6.svg,053a6.png,12
厨,0x53a8,053a8.svg,053a8.png,12
厩,0x53a9,053a9.svg,053a9.png,14
厭,0x53ad,053ad.svg,053ad.png,14
厮,0x53ae,053ae.svg,053ae.png,14
厰,0x53b0,053b0.svg,053b0.png,14
厳,0x53b3,053b3.svg,053b3.png,17
厶,0x53b6,053b6.svg,053b6.png,2
去,0x53bb,053bb.svg,053bb.png,5
参,0x53c2,053c2.svg,053c2.png,8
參,0x53c3,053c3.svg,053c3.png,11
又,0x53c8,053c8.svg,053c8.png,2
叉,0x53c9,053c9.svg,053c9.png,3
及,0x53ca,053ca.svg,053ca.png,3
友,0x53cb,053cb.svg,053cb.png,4
双,0x53cc,053cc.svg,053cc.png,4
反,0x53cd,053cd.svg,053cd.png,4
収,0x53ce,053ce.svg,053ce.png,4
叔,0x53d4,053d4.svg,053d4.png,8
取,0x53d6,053d6.svg,053d6.png,8
受,0x53d7,053d7.svg,053d7.png,8
叙,0x53d9,053d9.svg,053d9.png,9
叛,0x53db,053db.svg,053db.png,9
叟,0x53df,053df.svg,053df.png,10
叡,0x53e1,053e1.svg,053e1.png,16
叢,0x53e2,053e2.svg,053e2.png,18
口,0x53e3,053e3.svg,053e3.png,3
古,0x53e4,053e4.svg,053e4.png,5
句,0x53e5,053e5.svg,053e5.png,5
叨,0x53e8,053e8.svg,053e8.png,5
叩,0x53e9,053e9.svg,053e9.png,5
只,0x53ea,053ea.svg,053ea.png,5
叫,0x53eb,053eb.svg,053eb.png,6
召,0x53ec,053ec.svg,053ec.png,5
叭,0x53ed,053ed.svg,053ed.png,5
叮,0x53ee,053ee.svg,053ee.png,5
可,0x53ef,053ef.svg,053ef.png,5
台,0x53f0,053f0.svg,053f0.png,5
叱,0x53f1,053f1.svg,053f1.png,5
史,0x53f2,053f2.svg,053f2.png,5
右,0x53f3,053f3.svg,053f3.png,5
叶,0x53f6,053f6.svg,053f6.png,5
号,0x53f7,053f7.svg,053f7.png,5
司,0x53f8,053f8.svg,053f8.png,5
叺,0x53fa,053fa.svg,053fa.png,5
吁,0x5401,05401.svg,05401.png,6
吃,0x5403,05403.svg,05403.png,6
各,0x5404,05404.svg,05404.png,6
合,0x5408,05408.svg,05408.png,6
吉,0x5409,05409.svg,05409.png,6
吊,0x540a,0540a.svg,0540a.png,6
吋,0x540b,0540b.svg,0540b.png,6
同,0x540c,0540c.svg,0540c.png,6
名,0x540d,0540d.svg,0540d.png,6
后,0x540e,0540e.svg,0540e.png,6
吏,0x540f,0540f.svg,0540f.png,6
吐,0x5410,05410.svg,05410.png,6
向,0x5411,05411.svg,05411.png,6
君,0x541b,0541b.svg,0541b.png,7
吝,0x541d,0541d.svg,0541d.png,7
吞,0x541e,0541e.svg,0541e.png,7
吟,0x541f,0541f.svg,0541f.png,7
吠,0x5420,05420.svg,05420.png,7
否,0x5426,05426.svg,05426.png,7
吩,0x5429,05429.svg,05429.png,7
含,0x542b,0542b.svg,0542b.png,7
听,0x542c,0542c.svg,0542c.png,7
吭,0x542d,0542d.svg,0542d.png,7
吮,0x542e,0542e.svg,0542e.png,7
吶,0x5436,05436.svg,05436.png,7
吸,0x5438,05438.svg,05438.png,6
吹,0x5439,05439.svg,05439.png,7
吻,0x543b,0543b.svg,0543b.png,7
吼,0x543c,0543c.svg,0543c.png,7
吽,0x543d,0543d.svg,0543d.png,7
吾,0x543e,0543e.svg,0543e.png,7
呀,0x5440,05440.svg,05440.png,7
呂,0x5442,05442.svg,05442.png,7
呆,0x5446,05446.svg,05446.png,7
呈,0x5448,05448.svg,05448.png,7
呉,0x5449,05449.svg,05449.png,7
告,0x544a,0544a.svg,0544a.png,7
呎,0x544e,0544e.svg,0544e.png,7
呑,0x5451,05451.svg,05451.png,7
呟,0x545f,0545f.svg,0545f.png,8
周,0x5468,05468.svg,05468.png,8
呪,0x546a,0546a.svg,0546a.png,8
呰,0x5470,05470.svg,05470.png,8
呱,0x5471,05471.svg,05471.png,9
味,0x5473,05473.svg,05473.png,8
呵,0x5475,05475.svg,05475.png,8
呶,0x5476,05476.svg,05476.png,8
呷,0x5477,05477.svg,05477.png,8
呻,0x547b,0547b.svg,0547b.png,8
呼,0x547c,0547c.svg,0547c.png,8
命,0x547d,0547d.svg,0547d.png,8
咀,0x5480,05480.svg,05480.png,8
咄,0x5484,05484.svg,05484.png,8
咆,0x5486,05486.svg,05486.png,8
咋,0x548b,0548b.svg,0548b.png,8
和,0x548c,0548c.svg,0548c.png,8
咎,0x548e,0548e.svg,0548e.png,8
咏,0x548f,0548f.svg,0548f.png,8
咐,0x5490,05490.svg,05490.png,8
咒,0x5492,05492.svg,05492.png,8
咢,0x54a2,054a2.svg,054a2.png,9
咤,0x54a4,054a4.svg,054a4.png,9
咥,0x54a5,054a5.svg,054a5.png,9
咨,0x54a8,054a8.svg,054a8.png,9
咫,0x54ab,054ab.svg,054ab.png,9
咬,0x54ac,054ac.svg,054ac.png,9
咯,0x54af,054af.svg,054af.png,9
咲,0x54b2,054b2.svg,054b2.png,9
咳,0x54b3,054b3.svg,054b3.png,9
咸,0x54b8,054b8.svg,054b8.png,9
咼,0x54bc,054bc.svg,054bc.png,9
咽,0x54bd,054bd.svg,054bd.png,9
咾,0x54be,054be.svg,054be.png,9
哀,0x54c0,054c0.svg,054c0.png,9
品,0x54c1,054c1.svg,054c1.png,9
哂,0x54c2,054c2.svg,054c2.png,9
哄,0x54c4,054c4.svg,054c4.png,9
哇,0x54c7,054c7.svg,054c7.png,9
哈,0x54c8,054c8.svg,054c8.png,9
哉,0x54c9,054c9.svg,054c9.png,9
哘,0x54d8,054d8.svg,054d8.png,9
員,0x54e1,054e1.svg,054e1.png,10
哢,0x54e2,054e2.svg,054e2.png,10
哥,0x54e5,054e5.svg,054e5.png,10
哦,0x54e6,054e6.svg,054e6.png,10
哨,0x54e8,054e8.svg,054e8.png,10
哩,0x54e9,054e9.svg,054e9.png,10
哭,0x54ed,054ed.svg,054ed.png,10
哮,0x54ee,054ee.svg,054ee.png,10
哲,0x54f2,054f2.svg,054f2.png,10
哺,0x54fa,054fa.svg,054fa.png,10
哽,0x54fd,054fd.svg,054fd.png,10
唄,0x5504,05504.svg,05504.png,10
唆,0x5506,05506.svg,05506.png,10
唇,0x5507,05507.svg,05507.png,10
唏,0x550f,0550f.svg,0550f.png,10
唐,0x5510,05510.svg,05510.png,10
唔,0x5514,05514.svg,05514.png,10
唖,0x5516,05516.svg,05516.png,10
售,0x552e,0552e.svg,0552e.png,11
唯,0x552f,0552f.svg,0552f.png,11
唱,0x5531,05531.svg,05531.png,11
唳,0x5533,05533.svg,05533.png,10
唸,0x5538,05538.svg,05538.png,11
唹,0x5539,05539.svg,05539.png,11
唾,0x553e,0553e.svg,0553e.png,11
啀,0x5540,05540.svg,05540.png,11
啄,0x5544,05544.svg,05544.png,10
啅,0x5545,05545.svg,05545.png,11
商,0x5546,05546.svg,05546.png,11
啌,0x554c,0554c.svg,0554c.png,11
問,0x554f,0554f.svg,0554f.png,11
啓,0x5553,05553.svg,05553.png,11
啖,0x5556,05556.svg,05556.png,11
啗,0x5557,05557.svg,05557.png,11
啜,0x555c,0555c.svg,0555c.png,11
啝,0x555d,0555d.svg,0555d.png,11
啣,0x5563,05563.svg,05563.png,12
啻,0x557b,0557b.svg,0557b.png,12
啼,0x557c,0557c.svg,0557c.png,12
啾,0x557e,0557e.svg,0557e.png,12
喀,0x5580,05580.svg,05580.png,12
喃,0x5583,05583.svg,05583.png,12
善,0x5584,05584.svg,05584.png,12
喇,0x5587,05587.svg,05587.png,12
喉,0x5589,05589.svg,05589.png,12
喊,0x558a,0558a.svg,0558a.png,12
喋,0x558b,0558b.svg,0558b.png,12
喘,0x5598,05598.svg,05598.png,12
喙,0x5599,05599.svg,05599.png,12
喚,0x559a,0559a.svg,0559a.png,12
喜,0x559c,0559c.svg,0559c.png,12
喝,0x559d,0559d.svg,0559d.png,11
喞,0x559e,0559e.svg,0559e.png,12
喟,0x559f,0559f.svg,0559f.png,12
喧,0x55a7,055a7.svg,055a7.png,12
喨,0x55a8,055a8.svg,055a8.png,12
喩,0x55a9,055a9.svg,055a9.png,12
喪,0x55aa,055aa.svg,055aa.png,12
喫,0x55ab,055ab.svg,055ab.png,12
喬,0x55ac,055ac.svg,055ac.png,12
單,0x55ae,055ae.svg,055ae.png,12
喰,0x55b0,055b0.svg,055b0.png,12
営,0x55b6,055b6.svg,055b6.png,12
喻,0x55bb,055bb.svg,055bb.png,12
嗄,0x55c4,055c4.svg,055c4.png,13
嗅,0x55c5,055c5.svg,055c5.png,13
嗇,0x55c7,055c7.svg,055c7.png,13
嗔,0x55d4,055d4.svg,055d4.png,13
嗚,0x55da,055da.svg,055da.png,13
嗜,0x55dc,055dc.svg,055dc.png,13
嗟,0x55df,055df.svg,055df.png,13
嗣,0x55e3,055e3.svg,055e3.png,13
嗤,0x55e4,055e4.svg,055e4.png,13
嗷,0x55f7,055f7.svg,055f7.png,14
嗹,0x55f9,055f9.svg,055f9.png,14
嗽,0x55fd,055fd.svg,055fd.png,14
嗾,0x55fe,055fe.svg,055fe.png,14
嘆,0x5606,05606.svg,05606.png,13
嘉,0x5609,05609.svg,05609.png,14
嘔,0x5614,05614.svg,05614.png,14
嘖,0x5616,05616.svg,05616.png,14
嘗,0x5617,05617.svg,05617.png,14
嘘,0x5618,05618.svg,05618.png,14
嘛,0x561b,0561b.svg,0561b.png,14
嘩,0x5629,05629.svg,05629.png,13
嘯,0x562f,0562f.svg,0562f.png,16
嘱,0x5631,05631.svg,05631.png,15
嘲,0x5632,05632.svg,05632.png,15
嘴,0x5634,05634.svg,05634.png,16
嘶,0x5636,05636.svg,05636.png,15
嘸,0x5638,05638.svg,05638.png,15
噂,0x5642,05642.svg,05642.png,15
噌,0x564c,0564c.svg,0564c.png,15
噎,0x564e,0564e.svg,0564e.png,15
噐,0x5650,05650.svg,05650.png,15
噓,0x5653,05653.svg,05653.png,15
噛,0x565b,0565b.svg,0565b.png,15
噤,0x5664,05664.svg,05664.png,16
器,0x5668,05668.svg,05668.png,15
噪,0x566a,0566a.svg,0566a.png,16
噫,0x566b,0566b.svg,0566b.png,16
噬,0x566c,0566c.svg,0566c.png,16
噴,0x5674,05674.svg,05674.png,15
噸,0x5678,05678.svg,05678.png,16
噺,0x567a,0567a.svg,0567a.png,16
嚀,0x5680,05680.svg,05680.png,17
嚆,0x5686,05686.svg,05686.png,16
嚇,0x5687,05687.svg,05687.png,17
嚊,0x568a,0568a.svg,0568a.png,17
嚏,0x568f,0568f.svg,0568f.png,17
嚔,0x5694,05694.svg,05694.png,18
嚠,0x56a0,056a0.svg,056a0.png,18
嚢,0x56a2,056a2.svg,056a2.png,18
嚥,0x56a5,056a5.svg,056a5.png,19
嚮,0x56ae,056ae.svg,056ae.png,19
嚴,0x56b4,056b4.svg,056b4.png,20
嚶,0x56b6,056b6.svg,056b6.png,20
嚼,0x56bc,056bc.svg,056bc.png,21
囀,0x56c0,056c0.svg,056c0.png,21
囁,0x56c1,056c1.svg,056c1.png,21
囂,0x56c2,056c2.svg,056c2.png,21
囃,0x56c3,056c3.svg,056c3.png,21
囈,0x56c8,056c8.svg,056c8.png,21
囎,0x56ce,056ce.svg,056ce.png,22
囑,0x56d1,056d1.svg,056d1.png,24
囓,0x56d3,056d3.svg,056d3.png,24
囗,0x56d7,056d7.svg,056d7.png,3
囘,0x56d8,056d8.svg,056d8.png,5
囚,0x56da,056da.svg,056da.png,5
四,0x56db,056db.svg,056db.png,5
回,0x56de,056de.svg,056de.png,6
因,0x56e0,056e0.svg,056e0.png,6
団,0x56e3,056e3.svg,056e3.png,6
囮,0x56ee,056ee.svg,056ee.png,7
困,0x56f0,056f0.svg,056f0.png,7
囲,0x56f2,056f2.svg,056f2.png,7
図,0x56f3,056f3.svg,056f3.png,7
囹,0x56f9,056f9.svg,056f9.png,8
固,0x56fa,056fa.svg,056fa.png,8
国,0x56fd,056fd.svg,056fd.png,8
囿,0x56ff,056ff.svg,056ff.png,9
圀,0x5700,05700.svg,05700.png,9
圃,0x5703,05703.svg,05703.png,10
圄,0x5704,05704.svg,05704.png,10
圈,0x5708,05708.svg,05708.png,11
圉,0x5709,05709.svg,05709.png,11
國,0x570b,0570b.svg,0570b.png,11
圍,0x570d,0570d.svg,0570d.png,12
圏,0x570f,0570f.svg,0570f.png,12
園,0x5712,05712.svg,05712.png,13
圓,0x5713,05713.svg,05713.png,13
圖,0x5716,05716.svg,05716.png,14
團,0x5718,05718.svg,05718.png,14
圜,0x571c,0571c.svg,0571c.png,16
土,0x571f,0571f.svg,0571f.png,3
圣,0x5723,05723.svg,05723.png,5
圦,0x5726,05726.svg,05726.png,5
圧,0x5727,05727.svg,05727.png,5
在,0x5728,05728.svg,05728.png,6
圭,0x572d,0572d.svg,0572d.png,6
地,0x5730,05730.svg,05730.png,6
圷,0x5737,05737.svg,05737.png,6
圸,0x5738,05738.svg,05738.png,6
圻,0x573b,0573b.svg,0573b.png,7
址,0x5740,05740.svg,05740.png,7
坂,0x5742,05742.svg,05742.png,7
均,0x5747,05747.svg,05747.png,7
坊,0x574a,0574a.svg,0574a.png,7
坎,0x574e,0574e.svg,0574e.png,7
坏,0x574f,0574f.svg,0574f.png,7
坐,0x5750,05750.svg,05750.png,7
坑,0x5751,05751.svg,05751.png,7
坡,0x5761,05761.svg,05761.png,8
坤,0x5764,05764.svg,05764.png,8
坦,0x5766,05766.svg,05766.png,8
坩,0x5769,05769.svg,05769.png,8
坪,0x576a,0576a.svg,0576a.png,8
坿,0x577f,0577f.svg,0577f.png,8
垂,0x5782,05782.svg,05782.png,8
垈,0x5788,05788.svg,05788.png,8
垉,0x5789,05789.svg,05789.png,8
型,0x578b,0578b.svg,0578b.png,9
垓,0x5793,05793.svg,05793.png,9
垠,0x57a0,057a0.svg,057a0.png,9
垢,0x57a2,057a2.svg,057a2.png,9
垣,0x57a3,057a3.svg,057a3.png,9
垤,0x57a4,057a4.svg,057a4.png,9
垪,0x57aa,057aa.svg,057aa.png,9
垰,0x57b0,057b0.svg,057b0.png,9
垳,0x57b3,057b3.svg,057b3.png,9
埀,0x57c0,057c0.svg,057c0.png,10
埃,0x57c3,057c3.svg,057c3.png,10
埆,0x57c6,057c6.svg,057c6.png,10
埋,0x57cb,057cb.svg,057cb.png,10
城,0x57ce,057ce.svg,057ce.png,9
埒,0x57d2,057d2.svg,057d2.png,10
埓,0x57d3,057d3.svg,057d3.png,10
埔,0x57d4,057d4.svg,057d4.png,10
埖,0x57d6,057d6.svg,057d6.png,10
埜,0x57dc,057dc.svg,057dc.png,11
域,0x57df,057df.svg,057df.png,11
埠,0x57e0,057e0.svg,057e0.png,11
埣,0x57e3,057e3.svg,057e3.png,11
埴,0x57f4,057f4.svg,057f4.png,11
埶,0x57f6,057f6.svg,057f6.png,11
執,0x57f7,057f7.svg,057f7.png,11
培,0x57f9,057f9.svg,057f9.png,11
基,0x57fa,057fa.svg,057fa.png,11
埼,0x57fc,057fc.svg,057fc.png,11
堀,0x5800,05800.svg,05800.png,11
堂,0x5802,05802.svg,05802.png,11
堅,0x5805,05805.svg,05805.png,12
堆,0x5806,05806.svg,05806.png,11
堊,0x580a,0580a.svg,0580a.png,11
堋,0x580b,0580b.svg,0580b.png,11
堕,0x5815,05815.svg,05815.png,12
堙,0x5819,05819.svg,05819.png,12
堝,0x581d,0581d.svg,0581d.png,12
堡,0x5821,05821.svg,05821.png,12
堤,0x5824,05824.svg,05824.png,12
堪,0x582a,0582a.svg,0582a.png,12
堯,0x582f,0582f.svg,0582f.png,12
堰,0x5830,05830.svg,05830.png,12
報,0x5831,05831.svg,05831.png,12
場,0x5834,05834.svg,05834.png,12
堵,0x5835,05835.svg,05835.png,12
堺,0x583a,0583a.svg,0583a.png,12
堽,0x583d,0583d.svg,0583d.png,12
塀,0x5840,05840.svg,05840.png,12
塁,0x5841,05841.svg,05841.png,12
塊,0x584a,0584a.svg,0584a.png,13
塋,0x584b,0584b.svg,0584b.png,13
塑,0x5851,05851.svg,05851.png,13
塒,0x5852,05852.svg,05852.png,13
塔,0x5854,05854.svg,05854.png,12
塗,0x5857,05857.svg,05857.png,13
塘,0x5858,05858.svg,05858.png,13
塙,0x5859,05859.svg,05859.png,13
塚,0x585a,0585a.svg,0585a.png,12
塞,0x585e,0585e.svg,0585e.png,13
塡,0x5861,05861.svg,05861.png,13
塢,0x5862,05862.svg,05862.png,13
塩,0x5869,05869.svg,05869.png,13
填,0x586b,0586b.svg,0586b.png,13
塰,0x5870,05870.svg,05870.png,13
塲,0x5872,05872.svg,05872.png,14
塵,0x5875,05875.svg,05875.png,14
塹,0x5879,05879.svg,05879.png,14
塾,0x587e,0587e.svg,0587e.png,14
境,0x5883,05883.svg,05883.png,14
墅,0x5885,05885.svg,05885.png,14
墓,0x5893,05893.svg,05893.png,13
増,0x5897,05897.svg,05897.png,14
墜,0x589c,0589c.svg,0589c.png,15
墟,0x589f,0589f.svg,0589f.png,15
墨,0x58a8,058a8.svg,058a8.png,14
墫,0x58ab,058ab.svg,058ab.png,15
墮,0x58ae,058ae.svg,058ae.png,15
墳,0x58b3,058b3.svg,058b3.png,15
墸,0x58b8,058b8.svg,058b8.png,15
墹,0x58b9,058b9.svg,058b9.png,15
墺,0x58ba,058ba.svg,058ba.png,16
墻,0x58bb,058bb.svg,058bb.png,16
墾,0x58be,058be.svg,058be.png,16
壁,0x58c1,058c1.svg,058c1.png,16
壅,0x58c5,058c5.svg,058c5.png,16
壇,0x58c7,058c7.svg,058c7.png,16
壊,0x58ca,058ca.svg,058ca.png,16
壌,0x58cc,058cc.svg,058cc.png,16
壑,0x58d1,058d1.svg,058d1.png,17
壓,0x58d3,058d3.svg,058d3.png,17
壕,0x58d5,058d5.svg,058d5.png,17
壗,0x58d7,058d7.svg,058d7.png,17
壘,0x58d8,058d8.svg,058d8.png,18
壙,0x58d9,058d9.svg,058d9.png,18
壜,0x58dc,058dc.svg,058dc.png,19
壞,0x58de,058de.svg,058de.png,19
壟,0x58df,058df.svg,058df.png,19
壤,0x58e4,058e4.svg,058e4.png,20
壥,0x58e5,058e5.svg,058e5.png,20
士,0x58eb,058eb.svg,058eb.png,3
壬,0x58ec,058ec.svg,058ec.png,4
壮,0x58ee,058ee.svg,058ee.png,6
壯,0x58ef,058ef.svg,058ef.png,7
声,0x58f0,058f0.svg,058f0.png,7
壱,0x58f1,058f1.svg,058f1.png,7
売,0x58f2,058f2.svg,058f2.png,7
壷,0x58f7,058f7.svg,058f7.png,11
壹,0x58f9,058f9.svg,058f9.png,12
壺,0x58fa,058fa.svg,058fa.png,12
壻,0x58fb,058fb.svg,058fb.png,12
壼,0x58fc,058fc.svg,058fc.png,13
壽,0x58fd,058fd.svg,058fd.png,14
夂,0x5902,05902.svg,05902.png,3
変,0x5909,05909.svg,05909.png,9
夊,0x590a,0590a.svg,0590a.png,3
复,0x590d,0590d.svg,0590d.png,9
夏,0x590f,0590f.svg,0590f.png,10
夐,0x5910,05910.svg,05910.png,14
夕,0x5915,05915.svg,05915.png,3
外,0x5916,05916.svg,05916.png,5
夘,0x5918,05918.svg,05918.png,5
夙,0x5919,05919.svg,05919.png,6
多,0x591a,0591a.svg,0591a.png,6
夛,0x591b,0591b.svg,0591b.png,6
夜,0x591c,0591c.svg,0591c.png,8
夢,0x5922,05922.svg,05922.png,13
夥,0x5925,05925.svg,05925.png,14
大,0x5927,05927.svg,05927.png,3
天,0x5929,05929.svg,05929.png,4
太,0x592a,0592a.svg,0592a.png,4
夫,0x592b,0592b.svg,0592b.png,4
夬,0x592c,0592c.svg,0592c.png,4
夭,0x592d,0592d.svg,0592d.png,4
央,0x592e,0592e.svg,0592e.png,5
失,0x5931,05931.svg,05931.png,5
夲,0x5932,05932.svg,05932.png,5
夷,0x5937,05937.svg,05937.png,6
夸,0x5938,05938.svg,05938.png,6
夾,0x593e,0593e.svg,0593e.png,7
奄,0x5944,05944.svg,05944.png,8
奇,0x5947,05947.svg,05947.png,8
